id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
2461,EGPF,large_airport,Glasgow Airport,55871899.0,-443306.0,26.0,EU,GB,GB-SCT,Glasgow,yes,EGPF,GLA,EGPF,,http://www.glasgowairport.com/,https://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nŕiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr"
2462,EGPH,large_airport,Edinburgh Airport,55950145.0,-3372288.0,135.0,EU,GB,GB-SCT,Edinburgh,yes,EGPH,EDI,EGPH,,http://www.edinburghairport.com/,https://en.wikipedia.org/wiki/Edinburgh_Airport,
2463,EGPI,medium_airport,Islay Airport,55682708.0,-6257525.0,56.0,EU,GB,GB-SCT,"Isle of Islay, Argyll and Bute",yes,EGPI,ILY,EGPI,,,https://en.wikipedia.org/wiki/Islay_Airport,"Glenegedale, Islay, Port Ellen"
2464,EGPK,medium_airport,Glasgow Prestwick Airport,55502003.0,-4587019.0,65.0,EU,GB,GB-SCT,"Prestwick, South Ayrshire",yes,EGPK,PIK,EGPK,,http://www.glasgowprestwick.com/,https://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,
2465,EGPL,medium_airport,Benbecula Airport,57481098.0,-736278.0,19.0,EU,GB,GB-SCT,Balivanich,yes,EGPL,BEB,EGPL,,http://www.hial.co.uk/benbecula-airport.html,https://en.wikipedia.org/wiki/Benbecula_Airport,
2467,EGPN,medium_airport,Dundee Airport,56452499.0,-302583.0,17.0,EU,GB,GB-SCT,Dundee,yes,EGPN,DND,EGPN,,http://www.hial.co.uk/dundee-airport.html,https://en.wikipedia.org/wiki/Dundee_Airport,
2468,EGPO,medium_airport,Stornoway Airport,58215599.0,-633111.0,26.0,EU,GB,GB-SCT,"Stornoway, Western Isles",yes,EGPO,SYY,EGPO,,http://www.hial.co.uk/stornoway-airport.html,https://en.wikipedia.org/wiki/Stornoway_Airport,Lewis
29173,EGPR,medium_airport,Barra Airport,570228.0,-744306.0,5.0,EU,GB,GB-SCT,Eoligarry,yes,EGPR,BRR,EGPR,,http://www.hial.co.uk/barra-airport.html,https://en.wikipedia.org/wiki/Barra_Airport_(Scotland),"Barra Eoligarry Airport, Barra Island"
2469,EGPU,medium_airport,Tiree Airport,56499199.0,-686917.0,38.0,EU,GB,GB-SCT,"Balemartine, Argyll and Bute",yes,EGPU,TRE,EGPU,,http://www.hial.co.uk/tiree-airport.html,https://en.wikipedia.org/wiki/Tiree_Airport,Inner Hebrides
2475,EGSH,medium_airport,Norwich Airport,526758.0,128278.0,117.0,EU,GB,GB-ENG,"Norwich, Norfolk",yes,EGSH,NWI,EGSH,,https://www.norwichairport.co.uk/,https://en.wikipedia.org/wiki/Norwich_Airport,RAF Horsham St Faith
2476,EGSS,large_airport,London Stansted Airport,51884998.0,235.0,348.0,EU,GB,GB-ENG,"London, Essex",yes,EGSS,STN,EGSS,,http://www.stanstedairport.com/,https://en.wikipedia.org/wiki/London_Stansted_Airport,LON
2481,EGTE,medium_airport,Exeter International Airport,50734261.0,-3413984.0,102.0,EU,GB,GB-ENG,"Exeter, Devon",yes,EGTE,EXT,EGTE,,http://www.exeter-airport.co.uk/,https://en.wikipedia.org/wiki/Exeter_International_Airport,
2513,EHAM,large_airport,Amsterdam Airport Schiphol,52308601.0,476389.0,-11.0,EU,NL,NL-NH,Amsterdam,yes,EHAM,AMS,EHAM,,https://www.schiphol.nl/,https://en.wikipedia.org/wiki/Amsterdam_Airport_Schiphol,
2515,EHBK,medium_airport,Maastricht Aachen Airport,50911701.0,577014.0,375.0,EU,NL,NL-LI,Maastricht,yes,EHBK,MST,EHBK,,,https://en.wikipedia.org/wiki/Maastricht_Aachen_Airport,
2518,EHEH,large_airport,Eindhoven Airport,514501000000.0,537453000000.0,74.0,EU,NL,NL-NB,Eindhoven,yes,EHEH,EIN,EHEH,,http://www.eindhovenairport.nl/,https://en.wikipedia.org/wiki/Eindhoven_Airport,Welschap Airport
2519,EHGG,medium_airport,Groningen Airport Eelde,53119701.0,657944.0,17.0,EU,NL,NL-DR,Groningen,yes,EHGG,GRQ,EHGG,,,https://en.wikipedia.org/wiki/Groningen_Airport_Eelde,
2524,EHRD,large_airport,Rotterdam The Hague Airport,51956902.0,443722.0,-15.0,EU,NL,NL-ZH,Rotterdam,yes,EHRD,RTM,EHRD,,https://www.rotterdamthehagueairport.nl/,https://en.wikipedia.org/wiki/Rotterdam_The_Hague_Airport,Vliegveld Zestienhoven
27309,EICA,small_airport,Connemara Regional Airport,5323030000000000.0,-9467780000000000.0,70.0,EU,IE,IE-G,Inverin,yes,EICA,NNR,EICA,,http://www.aerarannislands.ie/,https://en.wikipedia.org/wiki/Aerfort_na_Minna,"Aerfort na Minna, Indreabhán"
2530,EICK,large_airport,Cork International Airport,51841301.0,-849111.0,502.0,EU,IE,IE-CO,Cork,yes,EICK,ORK,EICK,,http://www.corkairport.com/,https://en.wikipedia.org/wiki/Cork_Airport,Aerfort Chorcaí
2532,EIDL,medium_airport,Donegal Airport,550442000000000.0,-8341000000000000.0,30.0,EU,IE,IE-DL,Donegal,yes,EIDL,CFN,EIDL,,http://www.donegalairport.ie/,https://en.wikipedia.org/wiki/Donegal_Airport,Gweedore
2533,EIDW,large_airport,Dublin Airport,53428713.0,-6262121.0,242.0,EU,IE,IE-D,Dublin,yes,EIDW,DUB,EIDW,,http://www.dublinairport.com/,https://en.wikipedia.org/wiki/Dublin_Airport,Aerfort Bhaile Átha Cliath
29221,EIIM,small_airport,Inishmore Aerodrome,531067000000000.0,-9653610000000000.0,24.0,EU,IE,IE-G,Inis Mór,yes,EIIM,IOR,EIIM,,,https://en.wikipedia.org/wiki/Inishmore_Aerodrome,Aran Islands
29222,EIIR,small_airport,Inisheer Aerodrome,53064701.0,-95109.0,40.0,EU,IE,IE-G,Inis Oírr,yes,EIIR,INQ,EIIR,,,https://en.wikipedia.org/wiki/Inisheer_Aerodrome,Aran Islands
2534,EIKN,medium_airport,Ireland West Knock Airport,53910301.0,-881849.0,665.0,EU,IE,IE-MO,Charlestown,yes,EIKN,NOC,EIKN,,http://www.irelandwestairport.com/,https://en.wikipedia.org/wiki/Ireland_West_Airport_Knock,Connaught
2535,EIKY,medium_airport,Kerry Airport,52180901.0,-952378.0,112.0,EU,IE,IE-KY,Farranfore,yes,EIKY,KIR,EIKY,,http://www.kerryairport.ie/,https://en.wikipedia.org/wiki/Kerry_Airport,
29226,EIMN,small_airport,Inishmaan Aerodrome,53092999.0,-956806.0,15.0,EU,IE,IE-G,Inis Meáin,yes,EIMN,IIA,EIMN,,,https://en.wikipedia.org/wiki/Inishmaan_Aerodrome,Aran Islands
2537,EINN,large_airport,Shannon Airport,52702.0,-892482.0,46.0,EU,IE,IE-CE,Shannon,yes,EINN,SNN,EINN,,http://www.shannonairport.com/,https://en.wikipedia.org/wiki/Shannon_Airport,
2540,EKAH,medium_airport,Aarhus Airport,56303331.0,10618286.0,82.0,EU,DK,DK-82,Aarhus,yes,EKAH,AAR,EKAH,,http://www.aar.dk/default.asp?id=87,https://en.wikipedia.org/wiki/Aarhus_Airport,
2541,EKBI,large_airport,Billund Airport,55740335.0,9157019.0,247.0,EU,DK,DK-83,Billund,yes,EKBI,BLL,EKBI,,http://www.billund-airport.dk/?sc_lang=en,https://en.wikipedia.org/wiki/Billund_Airport,
2542,EKCH,large_airport,Copenhagen Kastrup Airport,55617900000000.0,12656000000000.0,17.0,EU,DK,DK-84,Copenhagen,yes,EKCH,CPH,EKCH,,http://www.cph.dk/en/,https://en.wikipedia.org/wiki/Copenhagen_Airport,"Křbenhavn, Malmö"
2543,EKEB,medium_airport,Esbjerg Airport,55525902.0,85534.0,97.0,EU,DK,DK-83,Esbjerg,yes,EKEB,EBJ,EKEB,,http://www.esbjerg-lufthavn.dk/en/,https://en.wikipedia.org/wiki/Esbjerg_Airport,"offshore, North Sea"
2546,EKKA,medium_airport,Midtjyllands Airport / Air Base Karup,56297139.0,9104311.0,170.0,EU,DK,DK-82,Karup,yes,EKKA,KRP,EKKA,,,https://en.wikipedia.org/wiki/Midtjyllands_Airport,Karup Airport
2547,EKLS,small_airport,Lćsř Airport,57277199.0,110001.0,25.0,EU,DK,DK-81,Lćsř,yes,EKLS,BYR,EKLS,,,https://en.wikipedia.org/wiki/L%C3%A6s%C3%B8_Airport,"Laeso, Laesoe"
2549,EKOD,large_airport,Odense Hans Christian Andersen Airport,55475307.0,10327206.0,56.0,EU,DK,DK-83,Odense,yes,EKOD,ODE,EKOD,,,https://en.wikipedia.org/wiki/Hans_Christian_Andersen_Airport,Beldringe
2551,EKRK,medium_airport,Copenhagen Roskilde Airport,55585602.0,121314.0,146.0,EU,DK,DK-85,Roskilde,yes,EKRK,RKE,EKRK,,,https://en.wikipedia.org/wiki/Roskilde_Airport,"Křbenhavn, Copenhagen"
2552,EKRN,medium_airport,Bornholm Airport,55063301.0,147596.0,52.0,EU,DK,DK-84,Rřnne,yes,EKRN,RNN,EKRN,,http://www.bornholms-lufthavn.dk/en/,https://en.wikipedia.org/wiki/Bornholm_Airport,Roenne
2553,EKSB,medium_airport,Sřnderborg Airport,5496440000000000.0,9791730000000000.0,24.0,EU,DK,DK-83,Sřnderborg,yes,EKSB,SGD,EKSB,,,https://en.wikipedia.org/wiki/S%C3%B8nderborg_Airport,"Sonderborg, Soenderborg"
2559,EKVG,large_airport,Vágar Airport,62063256.0,-7275782.0,280.0,EU,FO,FO-U-A,Vágar,yes,EKVG,FAE,EKVG,,http://www.floghavn.fo/,https://en.wikipedia.org/wiki/V%C3%A1gar_Airport,"Faroes, RAF Vágar"
2562,EKYT,medium_airport,Aalborg Airport,57094763.0,984993.0,10.0,EU,DK,DK-81,Aalborg,yes,EKYT,AAL,EKYT,,http://www.aal.dk,https://en.wikipedia.org/wiki/Aalborg_Airport,
2563,ELLX,large_airport,Luxembourg-Findel International Airport,496233333.0,62044444.0,1234.0,EU,LU,LU-L,Luxembourg,yes,ELLX,LUX,ELLX,,http://www.lux-airport.lu/en/,https://en.wikipedia.org/wiki/Luxembourg-Findel_International_Airport,
2564,ENAL,medium_airport,"Ĺlesund Airport, Vigra",625625.0,61197.0,69.0,EU,NO,NO-15,Ĺlesund,yes,ENAL,AES,ENAL,,http://www.avinor.no/lufthavn/alesund,https://en.wikipedia.org/wiki/%C3%85lesund_Airport%2C_Vigra,Vigra
2565,ENAN,medium_airport,"Andřya Airport, Andenes",69292503.0,16144199.0,43.0,EU,NO,NO-18,Andenes,yes,ENAN,ANX,ENAN,,https://avinor.no/en/airport/andoya-airport/,https://en.wikipedia.org/wiki/And%C3%B8ya_Airport%2C_Andenes,
2566,ENAT,medium_airport,Alta Airport,69976097.0,233717.0,9.0,EU,NO,NO-56,Alta,yes,ENAT,ALF,ENAT,,https://avinor.no/en/airport/alta-airport/,https://en.wikipedia.org/wiki/Alta_Airport,
29254,ENBL,small_airport,"Fřrde Airport, Bringeland",61391102.0,575694.0,1046.0,EU,NO,NO-46,Fřrde,yes,ENBL,FDE,ENBL,,https://avinor.no/en/airport/forde-airport/,https://en.wikipedia.org/wiki/F%C3%B8rde_Airport%2C_Bringeland,bringeland
2568,ENBN,medium_airport,"Brřnnřysund Airport, Brřnnřy",65461098.0,122175.0,25.0,EU,NO,NO-18,Brřnnřy,yes,ENBN,BNN,ENBN,,https://avinor.no/en/airport/bronnoysund-airport/,https://en.wikipedia.org/wiki/Br%C3%B8nn%C3%B8ysund_Airport%2C_Br%C3%B8nn%C3%B8y,Bronnoy
2569,ENBO,medium_airport,Bodř Airport,67269203.0,143653.0,42.0,EU,NO,NO-18,Bodř,yes,ENBO,BOO,ENBO,,http://www.avinor.no/en/airport/bodo/frontpage,https://en.wikipedia.org/wiki/Bod%C3%B8_Airport,"Bodř Air Force Base, Bodř Main Air Station"
2570,ENBR,large_airport,"Bergen Airport, Flesland",602934.0,521814.0,170.0,EU,NO,NO-46,Bergen,yes,ENBR,BGO,ENBR,,http://www.avinor.no/en/airport/bergen,https://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland,
2571,ENBS,medium_airport,Bĺtsfjord Airport,7060025.0,29692612.0,490.0,EU,NO,NO-56,Bĺtsfjord,yes,ENBS,BJF,ENBS,,https://avinor.no/en/airport/batsfjord-airport/,https://en.wikipedia.org/wiki/B%C3%A5tsfjord_Airport,
29255,ENBV,medium_airport,Berlevĺg Airport,70871517.0,29034097.0,42.0,EU,NO,NO-56,Berlevĺg,yes,ENBV,BVG,ENBV,,https://avinor.no/en/airport/berlevag-airport/,https://en.wikipedia.org/wiki/Berlev%C3%A5g_Airport,
2572,ENCN,medium_airport,"Kristiansand Airport, Kjevik",58204201.0,808537.0,57.0,EU,NO,NO-42,Kjevik,yes,ENCN,KRS,ENCN,,http://www.avinor.no/en/airport/kristiansand,https://en.wikipedia.org/wiki/Kristiansand_Airport%2C_Kjevik,
2574,ENDU,medium_airport,Bardufoss Airport,69055801.0,185404.0,252.0,EU,NO,NO-55,Mĺlselv,yes,ENDU,BDU,ENDU,,https://avinor.no/en/airport/bardufoss-airport/,https://en.wikipedia.org/wiki/Bardufoss_Airport,
2575,ENEV,medium_airport,"Harstad/Narvik Airport, Evenes",68491300000000.0,16678100000000.0,84.0,EU,NO,NO-18,Evenes,yes,ENEV,EVE,ENEV,,https://avinor.no/en/airport/harstadnarvik-airport/,https://en.wikipedia.org/wiki/Harstad/Narvik_Airport%2C_Evenes,"Harstad/Narvik lufthavn, Evenes"
2577,ENFL,medium_airport,Florř Airport,61583600000000.0,50247200000000.0,37.0,EU,NO,NO-46,Florř,yes,ENFL,FRO,ENFL,,https://avinor.no/en/airport/floro-airport/,https://en.wikipedia.org/wiki/Flor%C3%B8_Airport,Floro
2578,ENGM,large_airport,Oslo-Gardermoen International Airport,60193901.0,111004.0,681.0,EU,NO,NO-32,Oslo (Gardermoen),yes,ENGM,OSL,ENGM,,https://avinor.no/en/airport/oslo-airport,"https://en.wikipedia.org/wiki/Oslo_Airport,_Gardermoen",
2579,ENHD,medium_airport,"Haugesund Airport, Karmřy",59345299.0,520836.0,86.0,EU,NO,NO-11,Karmřy,yes,ENHD,HAU,ENHD,,https://flyhau.no/,https://en.wikipedia.org/wiki/Haugesund_Airport%2C_Karm%C3%B8y,Karmoy
28115,ENHF,medium_airport,Hammerfest Airport,70679703.0,236686.0,266.0,EU,NO,NO-56,Hammerfest,yes,ENHF,HFT,ENHF,,https://avinor.no/en/airport/hammerfest-airport/,https://en.wikipedia.org/wiki/Hammerfest_Airport,
2580,ENHK,small_airport,Hasvik Airport,70486702.0,221397.0,21.0,EU,NO,NO-56,Hasvik,yes,ENHK,HAA,ENHK,,https://avinor.no/en/airport/hasvik-airport/,https://en.wikipedia.org/wiki/Hasvik_Airport,
29261,ENHV,medium_airport,"Honningsvĺg Airport, Valan",71009697.0,25983601.0,44.0,EU,NO,NO-56,Honningsvĺg,yes,ENHV,HVG,ENHV,,https://avinor.no/en/airport/honningsvag-airport/,https://en.wikipedia.org/wiki/Valan_Airport,
2581,ENKB,medium_airport,"Kristiansund Airport, Kvernberget",63111801.0,782452.0,204.0,EU,NO,NO-15,Kvernberget,yes,ENKB,KSU,ENKB,,https://avinor.no/en/airport/kristiansund-airport/,https://en.wikipedia.org/wiki/Kristiansund_Airport%2C_Kvernberget,"Kristiansund lufthavn, Kvernberget"
2583,ENKR,medium_airport,"Kirkenes Airport, Hřybuktmoen",697258.0,298913.0,283.0,EU,NO,NO-56,Kirkenes,yes,ENKR,KKN,ENKR,,https://avinor.no/en/airport/kirkenes-airport/,https://en.wikipedia.org/wiki/Kirkenes_Airport%2C_H%C3%B8ybuktmoen,
29264,ENLK,medium_airport,Leknes Airport,68152500000000.0,13609400000000.0,78.0,EU,NO,NO-18,Leknes,yes,ENLK,LKN,ENLK,,https://avinor.no/en/airport/leknes-airport/,https://en.wikipedia.org/wiki/Leknes_Airport,Leknes lufthavn
29265,ENMH,medium_airport,Mehamn Airport,71029701.0,278267.0,39.0,EU,NO,NO-56,Mehamn,yes,ENMH,MEH,ENMH,,https://avinor.no/en/airport/mehamn-airport/,https://en.wikipedia.org/wiki/Mehamn_Airport,
2585,ENML,medium_airport,"Molde Airport, Ĺrř",62744701.0,72625.0,10.0,EU,NO,NO-15,Ĺrř,yes,ENML,MOL,ENML,,https://avinor.no/en/airport/molde-airport/,https://en.wikipedia.org/wiki/Molde_Airport%2C_%C3%85r%C3%B8,Aro
2586,ENMS,medium_airport,"Mosjřen Airport, Kjćrstad",65783997.0,132149.0,237.0,EU,NO,NO-18,Mosjřen,yes,ENMS,MJF,ENMS,,https://avinor.no/en/airport/mosjoen-airport/,https://en.wikipedia.org/wiki/Mosj%C3%B8en_Airport%2C_Kj%C3%A6rstad,
2587,ENNA,medium_airport,"Lakselv Airport, Banak",70068802.0,24973499.0,25.0,EU,NO,NO-56,Lakselv,yes,ENNA,LKL,ENNA,,https://avinor.no/en/airport/lakselv-airport/,https://en.wikipedia.org/wiki/Lakselv_Airport%2C_Banak,North Cape Airport
29267,ENNM,small_airport,Namsos Airport,64472198.0,115786.0,7.0,EU,NO,NO-50,Namsos,yes,ENNM,OSY,ENNM,,https://avinor.no/en/airport/namsos-airport/,https://en.wikipedia.org/wiki/Namsos_Airport%2C_H%C3%B8knes%C3%B8ra,"Namsos lufthavn, Hřknesřra"
2589,ENOL,medium_airport,Řrland Airport,6369890000000000.0,9604000000000000.0,28.0,EU,NO,NO-50,Řrland,yes,ENOL,OLA,ENOL,,,https://en.wikipedia.org/wiki/Brekstad_Airport%2C_%C3%98rland,Orland
28114,ENOV,medium_airport,"Řrsta-Volda Airport, Hovden",62180000000000.0,60741000000000.0,243.0,EU,NO,NO-15,Řrsta,yes,ENOV,HOV,ENOV,,https://avinor.no/en/airport/orsta-volda-airport/,https://en.wikipedia.org/wiki/%C3%98rsta-Volda_Airport%2C_Hovden,
29277,ENRA,medium_airport,"Mo i Rana Airport, Rřssvoll",66363900000000.0,14301400000000.0,229.0,EU,NO,NO-18,Mo i Rana,yes,ENRA,MQN,ENRA,,https://avinor.no/en/airport/mo-i-rana-airport/,https://en.wikipedia.org/wiki/Mo_i_Rana_Airport%2C_R%C3%B8ssvoll,
29278,ENRM,medium_airport,"Rřrvik Airport, Ryum",64838300000000.0,1114610000000.0,14.0,EU,NO,NO-50,Rřrvik,yes,ENRM,RVK,ENRM,,https://avinor.no/en/airport/rorvik-airport/,https://en.wikipedia.org/wiki/R%C3%B8rvik_Airport%2C_Ryum,
2591,ENRO,medium_airport,Rřros Airport,62578400000000.0,11342300000000.0,2054.0,EU,NO,NO-50,Rřros,yes,ENRO,RRS,ENRO,,https://avinor.no/en/airport/roros-airport/,https://en.wikipedia.org/wiki/R%C3%B8ros_Airport,Roros
29279,ENRS,small_airport,Rřst Airport,67526482.0,12101575.0,7.0,EU,NO,NO-18,Rřst,yes,ENRS,RET,ENRS,,https://avinor.no/en/airport/rost-airport/,https://en.wikipedia.org/wiki/R%C3%B8st_Airport,Rost Airport
2593,ENSB,medium_airport,"Svalbard Airport, Longyear",78246100000000.0,15465600000000.0,88.0,EU,NO,NO-21,Longyearbyen,yes,ENSB,LYR,ENSB,,https://avinor.no/en/airport/svalbard-airport/,https://en.wikipedia.org/wiki/Svalbard_Airport%2C_Longyear,
29280,ENSD,small_airport,"Sandane Airport, Anda",61830002.0,610583.0,196.0,EU,NO,NO-46,Sandane,yes,ENSD,SDN,ENSD,,https://avinor.no/en/airport/sandane-airport/,https://en.wikipedia.org/wiki/Sandane_Airport%2C_Anda,
28116,ENSG,small_airport,"Sogndal Airport, Haukĺsen",61156101.0,713778.0,1633.0,EU,NO,NO-46,Sogndal,yes,ENSG,SOG,ENSG,,https://avinor.no/en/airport/sogndal-airport/,"https://en.wikipedia.org/wiki/Sogndal_Airport,_Hauk%C3%A5sen",Haukĺsen
29281,ENSH,medium_airport,"Svolvćr Airport, Helle",68243301.0,146692.0,27.0,EU,NO,NO-18,Svolvćr,yes,ENSH,SVJ,ENSH,,https://avinor.no/en/airport/svolvar-airport/,https://en.wikipedia.org/wiki/Svolv%C3%A6r_Airport%2C_Helle,"Svolvćr lufthavn, Helle"
29282,ENSK,medium_airport,"Stokmarknes Airport, Skagen",68578827.0,15033417.0,11.0,EU,NO,NO-18,Hadsel,yes,ENSK,SKN,ENSK,,https://avinor.no/en/airport/stokmarknes-airport/,https://en.wikipedia.org/wiki/Stokmarknes_Airport%2C_Skagen,"Stokmarknes lufthavn, Skagen"
2595,ENSO,medium_airport,"Stord Airport, Sřrstokken",59791901.0,534085.0,160.0,EU,NO,NO-46,Leirvik,yes,ENSO,SRP,ENSO,,,https://en.wikipedia.org/wiki/Stord_Airport%2C_S%C3%B8rstokken,"Sorstokken, Sřrstokken"
2596,ENSR,medium_airport,Sřrkjosen Airport,69786797.0,209594.0,16.0,EU,NO,NO-55,Sřrkjosen,yes,ENSR,SOJ,ENSR,,https://avinor.no/en/airport/sorkjosen-airport/,https://en.wikipedia.org/wiki/S%C3%B8rkjosen_Airport,
2597,ENSS,medium_airport,"Vardř Airport, Svartnes",703554.0,31044901.0,42.0,EU,NO,NO-56,Vardř,yes,ENSS,VAW,ENSS,,https://avinor.no/en/airport/vardo-airport/,https://en.wikipedia.org/wiki/Vard%C3%B8_Airport%2C_Svartnes,
2598,ENST,medium_airport,"Sandnessjřen Airport, Stokka",65956802.0,124689.0,56.0,EU,NO,NO-18,Alstahaug,yes,ENST,SSJ,ENST,,https://avinor.no/en/airport/sandnessjoen-airport/,https://en.wikipedia.org/wiki/Sandnessj%C3%B8en_Airport%2C_Stokka,
2599,ENTC,large_airport,"Tromsř Airport, Langnes",69683296.0,189189.0,31.0,EU,NO,NO-55,Tromsř,yes,ENTC,TOS,ENTC,,http://www.avinor.no/en/airport/tromso,https://en.wikipedia.org/wiki/Troms%C3%B8_Airport,"Langnes, Tromsřya, Tromso"
2600,ENTO,medium_airport,"Sandefjord Airport, Torp",59186699.0,102586.0,286.0,EU,NO,NO-39,Torp,yes,ENTO,TRF,ENTO,,https://torp.no/en/welcome-to-torp-sandefjord-airport/,https://en.wikipedia.org/wiki/Sandefjord_Airport%2C_Torp,
2601,ENVA,large_airport,"Trondheim Airport, Vćrnes",63457802.0,10924.0,56.0,EU,NO,NO-50,Trondheim,yes,ENVA,TRD,ENVA,,https://avinor.no/en/airport/trondheim-airport/,https://en.wikipedia.org/wiki/Trondheim_Airport%2C_V%C3%A6rnes,
29284,ENVD,medium_airport,Vadsř Airport,700653.0,298447.0,127.0,EU,NO,NO-56,Vadsř,yes,ENVD,VDS,ENVD,,https://avinor.no/en/airport/vadso-airport/,https://en.wikipedia.org/wiki/Vads%C3%B8_Airport,
2602,ENZV,large_airport,"Stavanger Airport, Sola",58876701.0,563778.0,29.0,EU,NO,NO-11,Stavanger,yes,ENZV,SVG,ENZV,,http://www.avinor.no/en/airport/stavanger/,"https://en.wikipedia.org/wiki/Stavanger_Airport,_Sola","Sola Air Station, Stavanger lufthavn, Sola"
2604,EPBY,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,53096802.0,17977699.0,235.0,EU,PL,PL-KP,Bydgoszcz,yes,EPBY,BZG,EPBY,,http://www.plb.pl/,https://en.wikipedia.org/wiki/Bydgoszcz_Ignacy_Jan_Paderewski_Airport,"Szwederowo, Bromberg"
2608,EPGD,large_airport,Gda?sk Lech Wa??sa Airport,54377602.0,184662.0,489.0,EU,PL,PL-PM,Gda?sk,yes,EPGD,GDN,EPGD,,http://www.airport.gdansk.pl/,https://en.wikipedia.org/wiki/Gda%C5%84sk_Lech_Wa%C5%82%C4%99sa_Airport,Gda?sk-R?biechowo
2609,EPKK,large_airport,Kraków John Paul II International Airport,50077702.0,197848.0,791.0,EU,PL,PL-MA,Balice,yes,EPKK,KRK,EPKK,,http://www.krakowairport.pl/en/,https://en.wikipedia.org/wiki/Kraków_John_Paul_II_International_Airport,Krakov
2613,EPKT,large_airport,Katowice Wojciech Korfanty International Airport,50476015.0,19080705.0,995.0,EU,PL,PL-SL,Katowice,yes,EPKT,KTW,EPKT,,http://katowice.airport.com,https://en.wikipedia.org/wiki/Katowice_International_Airport,"Pyrzowice, D?browa Górnicza, Katowice, Silesia, GOP, Silesia Metropolis, Gliwice, Piekary ?l?skie, Bytom, Zabrze, Sosnowiec"
309484,EPLB,large_airport,Lublin Airport,51240157.0,22713461.0,633.0,EU,PL,PL-LU,Lublin,yes,EPLB,LUZ,EPLB,,,https://en.wikipedia.org/wiki/Lublin_Airport,
2616,EPLL,large_airport,?ód? W?adys?aw Reymont Airport,51721901.0,193981.0,604.0,EU,PL,PL-LD,?ód?,yes,EPLL,LCJ,EPLL,,https://www.lodz-airport.pl/en,https://en.wikipedia.org/wiki/%C5%81%C3%B3d%C5%BA_W%C5%82adys%C5%82aw_Reymont_Airport,Lublinek
2622,EPMO,medium_airport,Modlin Airport,52451099.0,206518.0,341.0,EU,PL,PL-MZ,Nowy Dwór Mazowiecki,yes,EPMO,WMI,EPMO,,http://modlinairport.pl/,https://en.wikipedia.org/wiki/Warsaw_Modlin_Airport,"Warsaw, Warszawa"
2625,EPPO,large_airport,Pozna?-?awica Airport,52421598.0,16823359.0,308.0,EU,PL,PL-WP,Pozna?,yes,EPPO,POZ,EPPO,,https://poznanairport.pl,https://en.wikipedia.org/wiki/Pozna%C5%84-%C5%81awica_Airport,Pozna?–?awica Henryk Wieniawski Airport
2628,EPRA,medium_airport,Warsaw Radom Airport,5138937.0,21214742.0,610.0,EU,PL,PL-MZ,Radom,yes,EPRA,RDO,EPRA,,http://lotnisko-radom.eu/pl/,https://en.wikipedia.org/wiki/Warsaw_Radom_Airport,"Radom Military Air Base, Radom-Sadków Airport, Warszawa-Radom, Lotnisko Warszawa-Radom im. Bohaterów Radomskiego Czerwca 1976 Roku, Heroes of Radom June 1976 Warsaw Radom"
2629,EPRZ,large_airport,Rzeszów-Jasionka Airport,50109791.0,22024155.0,693.0,EU,PL,PL-PK,Jasionka,yes,EPRZ,RZE,EPRZ,,https://www.rzeszowairport.pl,https://en.wikipedia.org/wiki/Rzesz%C3%B3w-Jasionka_Airport,
2630,EPSC,medium_airport,Solidarity Szczecin–Goleniów Airport,53584702.0,149022.0,154.0,EU,PL,PL-ZP,Glewice,yes,EPSC,SZZ,EPSC,,http://www.airport.com.pl/en/index.php,https://en.wikipedia.org/wiki/Szczecin-Goleni%C3%B3w_%22Solidarno%C5%9B%C4%87%22_Airport,Solidarno??
2635,EPSY,medium_airport,Olsztyn-Mazury Airport,53481899.0,209377.0,463.0,EU,PL,PL-WN,Szymany,yes,EPSY,SZY,EPSY,,http://mazuryairport.pl/,https://en.wikipedia.org/wiki/Olsztyn-Mazury_Airport,
2637,EPWA,large_airport,Warsaw Chopin Airport,52165699.0,209671.0,362.0,EU,PL,PL-MZ,Warsaw,yes,EPWA,WAW,EPWA,,http://www.lotnisko-chopina.pl/?lang=en,https://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,"Ok?cie, Warszawa"
2638,EPWR,large_airport,Copernicus Wroc?aw Airport,51103719.0,16882096.0,404.0,EU,PL,PL-DS,Wroc?aw,yes,EPWR,WRO,EPWR,,http://www.airport.wroclaw.pl/en/index.php,https://en.wikipedia.org/wiki/Copernicus_Airport_Wroc%C5%82aw,"Strachowice, Breslau, Wroclaw"
2639,EPZG,medium_airport,Zielona Góra-Babimost Airport,521385.0,157986.0,194.0,EU,PL,PL-LB,Nowe Kramsko,yes,EPZG,IEG,EPZG,,http://www.lotnisko.zielonagora.pl/,https://en.wikipedia.org/wiki/Zielona_G%C3%B3ra_Airport,
