route_origin,route_destination,search_date,departure_time,arrival_time,legs
Paris,Geneve,22.01.2026,06:12,09:29,"[[""Paris Gare de Lyon"", [null, ""06:12""]], [""Bourg-en-Bresse"", [""08:09"", ""08:12""]], [""Bellegarde(Ain)"", [""08:59"", ""09:02""]], [""Genève"", [""09:29"", null]]]"
Paris,Geneve,22.01.2026,06:28,10:35,"[[""Paris Gare de Lyon"", [null, ""06:28""]], [""Lyon Part Dieu"", [null, ""08:26""]], [""Lyon Part Dieu"", [null, ""08:38""]], [""Amberieu"", [""09:02"", ""09:03""]], [""Tenay-Hauteville"", [""09:15"", ""09:16""]], [""Virieu-le-Grand-Belley"", [""09:29"", ""09:31""]], [""Culoz"", [""09:39"", ""09:40""]], [""Seyssel-Corbonod"", [""09:50"", ""09:51""]], [""Bellegarde(Ain)"", [""10:04"", ""10:07""]], [""Genève"", [""10:35"", null]]]"
Paris,Geneve,22.01.2026,08:18,11:29,"[[""Paris Gare de Lyon"", [null, ""08:18""]], [""Bourg-en-Bresse"", [""10:09"", ""10:12""]], [""Bellegarde(Ain)"", [""10:59"", ""11:02""]], [""Genève"", [""11:29"", null]]]"
Paris,Geneve,22.01.2026,10:18,13:29,"[[""Paris Gare de Lyon"", [null, ""10:18""]], [""Bourg-en-Bresse"", [""12:09"", ""12:12""]], [""Bellegarde(Ain)"", [""12:59"", ""13:02""]], [""Genève"", [""13:29"", null]]]"
Paris,Geneve,22.01.2026,12:18,15:29,"[[""Paris Gare de Lyon"", [null, ""12:18""]], [""Bourg-en-Bresse"", [""14:09"", ""14:12""]], [""Bellegarde(Ain)"", [""14:59"", ""15:02""]], [""Genève"", [""15:29"", null]]]"
Paris,Geneve,22.01.2026,12:25,16:35,"[[""Paris Gare de Lyon"", [null, ""12:25""]], [""Lyon Part Dieu"", [null, ""14:22""]], [""Lyon Part Dieu"", [null, ""14:38""]], [""Amberieu"", [""15:02"", ""15:03""]], [""Virieu-le-Grand-Belley"", [""15:29"", ""15:31""]], [""Culoz"", [""15:39"", ""15:40""]], [""Seyssel-Corbonod"", [""15:50"", ""15:51""]], [""Bellegarde(Ain)"", [""16:04"", ""16:07""]], [""Genève"", [""16:35"", null]]]"
Paris,Geneve,22.01.2026,12:46,17:00,"[[""Paris Gare de Lyon"", [null, ""12:46""]], [""Mâcon-Loché TGV"", [""14:17"", ""14:20""]], [""Chambéry-Challes-les-Eaux"", [null, ""15:36""]], [""Chambéry-Challes-les-Eaux"", [null, ""15:42""]], [""Aix-les-Bains-le-Revard"", [""15:53"", ""15:55""]], [""Bellegarde(Ain)"", [""16:31"", ""16:33""]], [""Genève"", [""17:00"", null]]]"
Paris,Geneve,22.01.2026,14:18,17:31,"[[""Paris Gare de Lyon"", [null, ""14:18""]], [""Bourg-en-Bresse"", [""16:09"", ""16:12""]], [""Bellegarde(Ain)"", [""16:59"", ""17:02""]], [""Genève"", [""17:31"", null]]]"
Paris,Geneve,22.01.2026,14:26,18:35,"[[""Paris Gare de Lyon"", [null, ""14:26""]], [""Lyon Part Dieu"", [null, ""16:22""]], [""Lyon Part Dieu"", [null, ""16:38""]], [""Amberieu"", [""17:02"", ""17:03""]], [""Tenay-Hauteville"", [""17:15"", ""17:16""]], [""Virieu-le-Grand-Belley"", [""17:29"", ""17:31""]], [""Culoz"", [""17:39"", ""17:40""]], [""Bellegarde(Ain)"", [""18:04"", ""18:07""]], [""Genève"", [""18:35"", null]]]"
Paris,Geneve,22.01.2026,16:18,19:29,"[[""Paris Gare de Lyon"", [null, ""16:18""]], [""Bourg-en-Bresse"", [""18:09"", ""18:12""]], [""Bellegarde(Ain)"", [""18:59"", ""19:02""]], [""Genève"", [""19:29"", null]]]"
Paris,Geneve,22.01.2026,18:15,21:29,"[[""Paris Gare de Lyon"", [null, ""18:15""]], [""Bourg-en-Bresse"", [""20:07"", ""20:10""]], [""Nurieux"", [""20:35"", ""20:37""]], [""Bellegarde(Ain)"", [""20:59"", ""21:02""]], [""Genève"", [""21:29"", null]]]"
Paris,Geneve,22.01.2026,18:28,22:33,"[[""Paris Gare de Lyon"", [null, ""18:28""]], [""Lyon Part Dieu"", [null, ""20:26""]], [""Lyon Part Dieu"", [null, ""20:38""]], [""Amberieu"", [""21:02"", ""21:03""]], [""Tenay-Hauteville"", [""21:15"", ""21:16""]], [""Virieu-le-Grand-Belley"", [""21:29"", ""21:31""]], [""Culoz"", [""21:39"", ""21:40""]], [""Seyssel-Corbonod"", [""21:50"", ""21:51""]], [""Bellegarde(Ain)"", [""22:04"", ""22:07""]], [""Genève"", [""22:33"", null]]]"
Paris,Geneve,22.01.2026,20:18,23:29,"[[""Paris Gare de Lyon"", [null, ""20:18""]], [""Bourg-en-Bresse"", [""22:09"", ""22:12""]], [""Bellegarde(Ain)"", [""22:59"", ""23:02""]], [""Genève"", [""23:29"", null]]]"
Paris,Geneve,22.01.2026,20:25,07:55,"[[""Freiburg(Breisgau) Hbf"", [""00:31"", ""00:34""]], [""Basel Bad Bf"", [""01:01"", ""01:03""]], [""Basel SBB"", [null, ""01:10""]], [""Basel SBB"", [null, ""04:52""]], [""Basel Dreispitz"", [""04:55"", ""04:55""]], [""Münchenstein"", [""04:58"", ""04:58""]], [""Dornach(CH)-Arlesheim"", [""05:02"", ""05:02""]], [""Aesch BL"", [""05:05"", ""05:05""]], [""Duggingen"", [""05:07"", ""05:07""]], [""Grellingen"", [""05:10"", ""05:10""]], [""Zwingen"", [""05:16"", ""05:16""]], [""Laufen(CH)"", [""05:19"", ""05:20""]], [""Delémont"", [null, ""05:33""]], [""Delémont"", [null, ""05:41""]], [""Moutier"", [""05:51"", ""05:51""]], [""Grenchen Nord"", [""05:59"", ""06:01""]], [""Biel/Bienne"", [""06:11"", ""06:18""]], [""Neuchâtel"", [""06:37"", ""06:39""]], [""Yverdon-les-Bains"", [""06:58"", ""06:59""]], [""Renens VD"", [null, ""07:18""]], [""Renens VD"", [null, ""07:23""]], [""Genève"", [""07:55"", null]], [""Paris Est"", [null, ""20:25""]], [""Meuse TGV"", [""21:25"", ""21:28""]], [""Lorraine TGV"", [""21:46"", ""21:49""]], [""Strasbourg"", [null, ""22:25""]], [""Strasbourg"", [null, ""22:52""]], [""Krimmeri-Meinau"", [""22:56"", ""22:57""]], [""Kehl"", [""23:02"", ""23:03""]], [""Kork"", [""23:07"", ""23:07""]], [""Legelshurst"", [""23:10"", ""23:11""]], [""Appenweier"", [""23:15"", ""23:15""]], [""Offenburg"", [null, ""23:22""]], [""Offenburg"", [null, ""00:00""]]]"
Paris,Geneve,22.01.2026,20:25,08:25,"[[""Freiburg(Breisgau) Hbf"", [""00:31"", ""00:34""]], [""Basel Bad Bf"", [""01:01"", ""01:03""]], [""Basel SBB"", [null, ""01:10""]], [""Basel SBB"", [null, ""05:24""]], [""Liestal"", [""05:34"", ""05:34""]], [""Sissach"", [""05:41"", ""05:41""]], [""Olten"", [""05:54"", ""05:58""]], [""Bern"", [null, ""06:26""]], [""Bern"", [null, ""06:34""]], [""Fribourg/Freiburg"", [""06:56"", ""06:57""]], [""Lausanne"", [""07:43"", ""07:46""]], [""Renens VD"", [""07:52"", ""07:53""]], [""Genève"", [""08:25"", null]], [""Paris Est"", [null, ""20:25""]], [""Meuse TGV"", [""21:25"", ""21:28""]], [""Lorraine TGV"", [""21:46"", ""21:49""]], [""Strasbourg"", [null, ""22:25""]], [""Strasbourg"", [null, ""22:52""]], [""Krimmeri-Meinau"", [""22:56"", ""22:57""]], [""Kehl"", [""23:02"", ""23:03""]], [""Kork"", [""23:07"", ""23:07""]], [""Legelshurst"", [""23:10"", ""23:11""]], [""Appenweier"", [""23:15"", ""23:15""]], [""Offenburg"", [null, ""23:22""]], [""Offenburg"", [null, ""00:00""]]]"
Paris,Geneve,22.01.2026,21:00,08:35,"[[""Lyon Part Dieu"", [null, ""06:38""]], [""Amberieu"", [""07:02"", ""07:03""]], [""Tenay-Hauteville"", [""07:15"", ""07:16""]], [""Virieu-le-Grand-Belley"", [""07:29"", ""07:31""]], [""Culoz"", [""07:39"", ""07:40""]], [""Seyssel-Corbonod"", [""07:50"", ""07:51""]], [""Bellegarde(Ain)"", [""08:04"", ""08:07""]], [""Genève"", [""08:35"", null]], [""Paris Gare de Lyon"", [null, ""21:00""]], [""Le Creusot Montceau Montchanin TGV"", [""22:17"", ""22:20""]], [""Mâcon-Loché TGV"", [""22:39"", ""22:42""]], [""Lyon Part Dieu"", [null, ""23:12""]]]"
Paris,Milano,22.01.2026,06:42,13:50,"[[""Paris Gare de Lyon"", [null, ""06:42""]], [""Mâcon-Loché TGV"", [""08:13"", ""08:16""]], [""Chambéry-Challes-les-Eaux"", [""09:36"", ""09:44""]], [""Modane"", [""10:46"", ""10:55""]], [""Oulx-Cesana-Claviere-Sestriere"", [""11:21"", ""11:23""]], [""Torino Porta Susa"", [""12:23"", ""12:25""]], [""Milano Porta Garibaldi"", [""13:50"", null]]]"
Paris,Milano,22.01.2026,07:18,15:50,"[[""Paris Gare de Lyon"", [null, ""07:18""]], [""Belfort-Montbéliard TGV"", [""09:38"", ""09:41""]], [""Mulhouse Ville"", [""10:03"", ""10:06""]], [""Basel SBB"", [""10:26"", ""10:33""]], [""Zürich HB"", [null, ""11:26""]], [""Zürich HB"", [null, ""12:33""]], [""Zug(CH)"", [""12:59"", ""13:00""]], [""Arth-Goldau"", [""13:16"", ""13:18""]], [""Bellinzona"", [""14:12"", ""14:14""]], [""Lugano"", [""14:28"", ""14:30""]], [""Chiasso"", [""14:55"", ""15:02""]], [""Como S. Giovanni"", [""15:08"", ""15:10""]], [""Milano Centrale"", [""15:50"", null]]]"
Paris,Milano,22.01.2026,08:18,16:55,"[[""Paris Gare de Lyon"", [null, ""08:18""]], [""Bourg-en-Bresse"", [""10:09"", ""10:12""]], [""Bellegarde(Ain)"", [""10:59"", ""11:02""]], [""Genève"", [null, ""11:29""]], [""Genève"", [null, ""12:05""]], [""Renens VD"", [""12:37"", ""12:38""]], [""Lausanne"", [""12:44"", ""12:48""]], [""Vevey"", [""13:02"", ""13:03""]], [""Montreux"", [""13:09"", ""13:10""]], [""Aigle"", [""13:20"", ""13:21""]], [""St-Maurice(CH)"", [""13:30"", ""13:31""]], [""Martigny"", [""13:41"", ""13:42""]], [""Sion"", [""13:56"", ""13:57""]], [""Sierre/Siders"", [""14:07"", ""14:08""]], [""Visp"", [""14:23"", ""14:24""]], [""Brig"", [null, ""14:32""]], [""Brig"", [null, ""14:44""]], [""Domodossola"", [""15:12"", ""15:17""]], [""Milano Centrale"", [""16:55"", null]]]"
Paris,Milano,22.01.2026,10:22,18:50,"[[""Paris Gare de Lyon"", [null, ""10:22""]], [""Dijon Ville"", [""11:57"", ""12:01""]], [""Basel SBB"", [""13:23"", ""13:33""]], [""Zürich HB"", [null, ""14:26""]], [""Zürich HB"", [null, ""14:33""]], [""Zug(CH)"", [""14:59"", ""15:00""]], [""Arth-Goldau"", [""15:16"", ""15:18""]], [""Bellinzona"", [""17:12"", ""17:14""]], [""Lugano"", [""17:28"", ""17:30""]], [""Chiasso"", [null, ""17:55""]], [""Chiasso"", [null, ""18:02""]], [""Como S. Giovanni"", [""18:08"", ""18:10""]], [""Milano Centrale"", [""18:50"", null]]]"
Paris,Milano,22.01.2026,10:53,19:38,"[[""Paris Est"", [null, ""10:53""]], [""Strasbourg"", [null, ""12:38""]], [""Strasbourg"", [null, ""12:51""]], [""Sélestat"", [""13:09"", ""13:11""]], [""Colmar"", [""13:21"", ""13:23""]], [""Mulhouse Ville"", [""13:44"", ""13:46""]], [""St-Louis (Haut-Rhin)"", [""14:00"", ""14:01""]], [""Basel SBB"", [null, ""14:08""]], [""Basel SBB"", [null, ""14:30""]], [""Olten"", [""14:55"", ""14:58""]], [""Bern"", [""15:26"", ""15:34""]], [""Thun"", [""15:53"", ""15:54""]], [""Spiez"", [""16:03"", ""16:05""]], [""Visp"", [""16:31"", ""16:33""]], [""Brig"", [""16:40"", ""16:44""]], [""Domodossola"", [null, ""17:12""]], [""Domodossola"", [null, ""17:56""]], [""Verbania-Pallanza"", [""18:15"", ""18:16""]], [""Stresa"", [""18:22"", ""18:23""]], [""Arona"", [""18:34"", ""18:35""]], [""Sesto Calende"", [""18:41"", ""18:42""]], [""Gallarate"", [""18:57"", ""18:58""]], [""Busto Arsizio"", [""19:02"", ""19:03""]], [""Rho-Fiera Milano"", [""19:20"", ""19:21""]], [""Milano Centrale"", [""19:38"", null]]]"
Paris,Milano,22.01.2026,12:46,19:40,"[[""Paris Gare de Lyon"", [null, ""12:46""]], [""Mâcon-Loché TGV"", [""14:17"", ""14:20""]], [""Chambéry-Challes-les-Eaux"", [""15:36"", ""15:44""]], [""Modane"", [""16:48"", ""16:55""]], [""Oulx-Cesana-Claviere-Sestriere"", [""17:21"", ""17:23""]], [""Torino Porta Susa"", [null, ""18:15""]], [""Torino Porta Susa"", [null, ""18:50""]], [""Rho-Fiera Milano"", [""19:26"", ""19:28""]], [""Milano Porta Garibaldi"", [""19:40"", null]]]"
Paris,Milano,22.01.2026,12:46,19:50,"[[""Paris Gare de Lyon"", [null, ""12:46""]], [""Mâcon-Loché TGV"", [""14:17"", ""14:20""]], [""Chambéry-Challes-les-Eaux"", [""15:36"", ""15:44""]], [""Modane"", [""16:48"", ""16:55""]], [""Oulx-Cesana-Claviere-Sestriere"", [""17:21"", ""17:23""]], [""Torino Porta Susa"", [""18:15"", ""18:17""]], [""Milano Porta Garibaldi"", [""19:50"", null]]]"
Paris,Milano,22.01.2026,14:48,21:50,"[[""Paris Gare de Lyon"", [null, ""14:48""]], [""Chambéry-Challes-les-Eaux"", [""17:39"", ""17:44""]], [""St-Jean-de-Maurienne Arvan"", [""18:24"", ""18:27""]], [""Modane"", [""18:49"", ""18:55""]], [""Oulx-Cesana-Claviere-Sestriere"", [""19:21"", ""19:23""]], [""Torino Porta Susa"", [""20:23"", ""20:25""]], [""Milano Porta Garibaldi"", [""21:50"", null]]]"
Paris,Milano,22.01.2026,15:25,22:07,"[[""Paris Gare de Lyon"", [null, ""15:25""]], [""Lyon Part Dieu"", [""17:18"", ""17:23""]], [""Chambéry-Challes-les-Eaux"", [""18:42"", ""18:46""]], [""St-Jean-de-Maurienne Arvan"", [""19:30"", ""19:33""]], [""Modane"", [""20:00"", ""20:08""]], [""Oulx-Cesana-Claviere-Sestriere"", [""20:32"", ""20:34""]], [""Torino Porta Susa"", [""21:20"", ""21:22""]], [""Milano Centrale"", [""22:07"", null]]]"
Paris,Milano,22.01.2026,18:23,05:17,"[[""Altdorf UR(CH)"", [""00:08"", ""00:08""]], [""Biasca"", [""00:34"", ""00:34""]], [""Bellinzona"", [null, ""00:47""]], [""Bellinzona"", [null, ""00:53""]], [""Giubiasco"", [""00:57"", ""00:57""]], [""Rivera-Bironico"", [""01:06"", ""01:06""]], [""Mezzovico"", [""01:10"", ""01:10""]], [""Taverne-Torricella"", [""01:16"", ""01:16""]], [""Lamone-Cadempino"", [""01:19"", ""01:19""]], [""Lugano"", [""01:25"", ""01:26""]], [""Paradiso(CH)"", [""01:29"", ""01:29""]], [""Melide"", [""01:33"", ""01:33""]], [""Maroggia-Melano"", [""01:38"", ""01:38""]], [""Capolago-Riva S. Vitale"", [""01:41"", ""01:41""]], [""Mendrisio S. Martino"", [""01:44"", ""01:44""]], [""Mendrisio"", [""01:47"", ""01:47""]], [""Balerna"", [""01:52"", ""01:52""]], [""Chiasso"", [null, ""01:56""]], [""Chiasso"", [null, ""04:31""]], [""Como S. Giovanni"", [""04:35"", ""04:36""]], [""Como Nord Camerlata"", [""04:40"", ""04:41""]], [""Seregno"", [""04:58"", ""04:59""]], [""Monza"", [""05:06"", ""05:07""]], [""Milano Centrale"", [""05:17"", null]], [""Paris Gare de Lyon"", [null, ""18:23""]], [""Dijon Ville"", [""19:57"", ""20:01""]], [""Mulhouse Ville"", [""21:03"", ""21:06""]], [""Basel SBB"", [""21:26"", ""21:33""]], [""Zürich HB"", [null, ""22:26""]], [""Zürich HB"", [null, ""23:05""]], [""Zug(CH)"", [""23:29"", ""23:30""]], [""Arth-Goldau"", [""23:45"", ""23:49""]]]"
Paris,Milano,22.01.2026,20:18,09:50,"[[""Genève"", [null, ""05:27""]], [""Lausanne"", [""06:06"", ""06:10""]], [""Montreux"", [""06:30"", ""06:31""]], [""Sion"", [""07:07"", ""07:09""]], [""Brig"", [""07:38"", ""07:41""]], [""Domodossola"", [""08:10"", ""08:17""]], [""Milano Centrale"", [""09:50"", null]], [""Paris Gare de Lyon"", [null, ""20:18""]], [""Bourg-en-Bresse"", [""22:09"", ""22:12""]], [""Bellegarde(Ain)"", [""22:59"", ""23:02""]], [""Genève"", [null, ""23:29""]]]"
Paris,Milano,22.01.2026,20:22,10:50,"[[""Mulhouse Ville"", [null, ""05:46""]], [""St-Louis (Haut-Rhin)"", [""06:00"", ""06:01""]], [""Basel SBB"", [null, ""06:08""]], [""Basel SBB"", [null, ""06:30""]], [""Olten"", [""06:55"", ""06:58""]], [""Bern"", [""07:26"", ""07:34""]], [""Thun"", [""07:53"", ""07:54""]], [""Spiez"", [""08:03"", ""08:05""]], [""Visp"", [""08:31"", ""08:33""]], [""Brig"", [""08:41"", ""08:44""]], [""Domodossola"", [""09:12"", ""09:17""]], [""Milano Centrale"", [""10:50"", null]], [""Paris Gare de Lyon"", [null, ""20:22""]], [""Dijon Ville"", [""21:57"", ""22:01""]], [""Besançon Franche-Comté TGV"", [""22:28"", ""22:31""]], [""Belfort-Montbéliard TGV"", [""22:53"", ""22:56""]], [""Mulhouse Ville"", [null, ""23:20""]]]"
Paris,Milano,22.01.2026,20:25,09:50,"[[""Freiburg(Breisgau) Hbf"", [""00:31"", ""00:34""]], [""Basel Bad Bf"", [""01:01"", ""01:03""]], [""Basel SBB"", [null, ""01:10""]], [""Basel SBB"", [null, ""05:02""]], [""Olten"", [""05:28"", ""05:30""]], [""Luzern"", [""06:05"", ""06:18""]], [""Arth-Goldau"", [""06:45"", ""06:49""]], [""Altdorf UR(CH)"", [""07:08"", ""07:08""]], [""Bellinzona"", [""07:42"", ""07:52""]], [""Lugano"", [null, ""08:08""]], [""Lugano"", [null, ""08:25""]], [""Paradiso(CH)"", [""08:27"", ""08:27""]], [""Mendrisio"", [""08:41"", ""08:41""]], [""Chiasso"", [null, ""08:49""]], [""Chiasso"", [null, ""09:02""]], [""Como S. Giovanni"", [""09:08"", ""09:10""]], [""Milano Centrale"", [""09:50"", null]], [""Paris Est"", [null, ""20:25""]], [""Meuse TGV"", [""21:25"", ""21:28""]], [""Lorraine TGV"", [""21:46"", ""21:49""]], [""Strasbourg"", [null, ""22:25""]], [""Strasbourg"", [null, ""22:52""]], [""Krimmeri-Meinau"", [""22:56"", ""22:57""]], [""Kehl"", [""23:02"", ""23:03""]], [""Kork"", [""23:07"", ""23:07""]], [""Legelshurst"", [""23:10"", ""23:11""]], [""Appenweier"", [""23:15"", ""23:15""]], [""Offenburg"", [null, ""23:22""]], [""Offenburg"", [null, ""00:00""]]]"
Paris,Milano,22.01.2026,20:25,10:17,"[[""Freiburg(Breisgau) Hbf"", [""00:31"", ""00:34""]], [""Basel Bad Bf"", [""01:01"", ""01:03""]], [""Basel SBB"", [null, ""01:10""]], [""Basel SBB"", [null, ""05:02""]], [""Olten"", [""05:28"", ""05:30""]], [""Luzern"", [""06:05"", ""06:18""]], [""Arth-Goldau"", [""06:45"", ""06:49""]], [""Altdorf UR(CH)"", [""07:08"", ""07:08""]], [""Bellinzona"", [""07:42"", ""07:52""]], [""Lugano"", [null, ""08:08""]], [""Lugano"", [null, ""09:00""]], [""Paradiso(CH)"", [""09:03"", ""09:05""]], [""Mendrisio"", [""09:18"", ""09:18""]], [""Chiasso"", [""09:26"", ""09:31""]], [""Como S. Giovanni"", [""09:35"", ""09:36""]], [""Como Nord Camerlata"", [""09:40"", ""09:41""]], [""Seregno"", [""09:58"", ""09:59""]], [""Monza"", [""10:06"", ""10:07""]], [""Milano Centrale"", [""10:17"", null]], [""Paris Est"", [null, ""20:25""]], [""Meuse TGV"", [""21:25"", ""21:28""]], [""Lorraine TGV"", [""21:46"", ""21:49""]], [""Strasbourg"", [null, ""22:25""]], [""Strasbourg"", [null, ""22:52""]], [""Krimmeri-Meinau"", [""22:56"", ""22:57""]], [""Kehl"", [""23:02"", ""23:03""]], [""Kork"", [""23:07"", ""23:07""]], [""Legelshurst"", [""23:10"", ""23:11""]], [""Appenweier"", [""23:15"", ""23:15""]], [""Offenburg"", [null, ""23:22""]], [""Offenburg"", [null, ""00:00""]]]"
Paris,Milano,22.01.2026,20:25,10:50,"[[""Freiburg(Breisgau) Hbf"", [""00:31"", ""00:34""]], [""Basel Bad Bf"", [""01:01"", ""01:03""]], [""Basel SBB"", [null, ""01:10""]], [""Basel SBB"", [null, ""06:30""]], [""Olten"", [""06:55"", ""06:58""]], [""Bern"", [""07:26"", ""07:34""]], [""Thun"", [""07:53"", ""07:54""]], [""Spiez"", [""08:03"", ""08:05""]], [""Visp"", [""08:31"", ""08:33""]], [""Brig"", [""08:41"", ""08:44""]], [""Domodossola"", [""09:12"", ""09:17""]], [""Milano Centrale"", [""10:50"", null]], [""Paris Est"", [null, ""20:25""]], [""Meuse TGV"", [""21:25"", ""21:28""]], [""Lorraine TGV"", [""21:46"", ""21:49""]], [""Strasbourg"", [null, ""22:25""]], [""Strasbourg"", [null, ""22:52""]], [""Krimmeri-Meinau"", [""22:56"", ""22:57""]], [""Kehl"", [""23:02"", ""23:03""]], [""Kork"", [""23:07"", ""23:07""]], [""Legelshurst"", [""23:10"", ""23:11""]], [""Appenweier"", [""23:15"", ""23:15""]], [""Offenburg"", [null, ""23:22""]], [""Offenburg"", [null, ""00:00""]]]"
Milano,Paris,22.01.2026,06:00,13:18,"[[""Milano Porta Garibaldi"", [null, ""06:00""]], [""Torino Porta Susa"", [""07:34"", ""07:36""]], [""Oulx-Cesana-Claviere-Sestriere"", [""08:31"", ""08:33""]], [""Modane"", [""09:03"", ""09:13""]], [""St-Jean-de-Maurienne Arvan"", [""09:36"", ""09:39""]], [""Chambéry-Challes-les-Eaux"", [""10:15"", ""10:19""]], [""Paris Gare de Lyon"", [""13:18"", null]]]"
Milano,Paris,22.01.2026,06:25,13:14,"[[""Milano Centrale"", [null, ""06:25""]], [""Torino Porta Susa"", [""07:09"", ""07:11""]], [""Oulx-Cesana-Claviere-Sestriere"", [""08:08"", ""08:10""]], [""Modane"", [""08:35"", ""08:50""]], [""St-Jean-de-Maurienne Arvan"", [""09:12"", ""09:15""]], [""Chambéry-Challes-les-Eaux"", [null, ""09:52""]], [""Chambéry-Challes-les-Eaux"", [null, ""10:22""]], [""Mâcon-Loché TGV"", [""11:38"", ""11:41""]], [""Paris Gare de Lyon"", [""13:14"", null]]]"
Milano,Paris,22.01.2026,06:25,13:22,"[[""Milano Centrale"", [null, ""06:25""]], [""Torino Porta Susa"", [""07:09"", ""07:11""]], [""Oulx-Cesana-Claviere-Sestriere"", [""08:08"", ""08:10""]], [""Modane"", [""08:35"", ""08:50""]], [""St-Jean-de-Maurienne Arvan"", [""09:12"", ""09:15""]], [""Chambéry-Challes-les-Eaux"", [""09:52"", ""09:55""]], [""Lyon Part Dieu"", [""11:12"", ""11:27""]], [""Paris Gare de Lyon"", [""13:22"", null]]]"
Milano,Paris,22.01.2026,07:10,15:38,"[[""Milano Centrale"", [null, ""07:10""]], [""Como S. Giovanni"", [""07:49"", ""07:51""]], [""Chiasso"", [""07:58"", ""08:05""]], [""Lugano"", [""08:28"", ""08:30""]], [""Bellinzona"", [""08:46"", ""08:47""]], [""Arth-Goldau"", [""10:42"", ""10:45""]], [""Zug(CH)"", [""11:00"", ""11:01""]], [""Zürich HB"", [null, ""11:27""]], [""Zürich HB"", [null, ""11:34""]], [""Basel SBB"", [""12:26"", ""12:34""]], [""Mulhouse Ville"", [""12:53"", ""12:56""]], [""Belfort-Montbéliard TGV"", [""13:18"", ""13:21""]], [""Paris Gare de Lyon"", [""15:38"", null]]]"
Milano,Paris,22.01.2026,08:10,16:04,"[[""Milano Centrale"", [null, ""08:10""]], [""Stresa"", [""09:09"", ""09:11""]], [""Domodossola"", [""09:43"", ""09:48""]], [""Brig"", [""10:14"", ""10:20""]], [""Sion"", [""10:49"", ""10:51""]], [""Montreux"", [""11:27"", ""11:28""]], [""Lausanne"", [null, ""11:48""]], [""Lausanne"", [null, ""12:19""]], [""Vallorbe"", [""12:54"", ""12:58""]], [""Frasne"", [""13:13"", ""13:16""]], [""Dole Ville"", [""13:58"", ""14:01""]], [""Dijon Ville"", [""14:24"", ""14:28""]], [""Paris Gare de Lyon"", [""16:04"", null]]]"
Milano,Paris,22.01.2026,09:10,17:38,"[[""Milano Centrale"", [null, ""09:10""]], [""Como S. Giovanni"", [""09:49"", ""09:51""]], [""Chiasso"", [""09:58"", ""10:05""]], [""Lugano"", [""10:28"", ""10:30""]], [""Bellinzona"", [""10:46"", ""10:47""]], [""Arth-Goldau"", [""12:42"", ""12:45""]], [""Zug(CH)"", [""13:00"", ""13:01""]], [""Zürich HB"", [null, ""13:27""]], [""Zürich HB"", [null, ""13:34""]], [""Basel SBB"", [""14:26"", ""14:34""]], [""Mulhouse Ville"", [""14:53"", ""14:56""]], [""Dijon Ville"", [""15:58"", ""16:02""]], [""Paris Gare de Lyon"", [""17:38"", null]]]"
Milano,Paris,22.01.2026,11:10,19:05,"[[""Milano Centrale"", [null, ""11:10""]], [""Como S. Giovanni"", [""11:49"", ""11:51""]], [""Chiasso"", [""11:58"", ""12:05""]], [""Lugano"", [""12:28"", ""12:30""]], [""Bellinzona"", [""12:46"", ""12:47""]], [""Arth-Goldau"", [""13:42"", ""13:45""]], [""Zug(CH)"", [""14:00"", ""14:01""]], [""Zürich HB"", [""14:27"", ""14:34""]], [""Basel SBB"", [null, ""15:26""]], [""Basel SBB"", [null, ""15:51""]], [""St-Louis (Haut-Rhin)"", [""15:59"", ""16:00""]], [""Mulhouse Ville"", [""16:13"", ""16:15""]], [""Colmar"", [""16:34"", ""16:36""]], [""Sélestat"", [""16:47"", ""16:49""]], [""Strasbourg"", [null, ""17:08""]], [""Strasbourg"", [null, ""17:19""]], [""Paris Est"", [""19:05"", null]]]"
Milano,Paris,22.01.2026,11:10,19:38,"[[""Milano Centrale"", [null, ""11:10""]], [""Como S. Giovanni"", [""11:49"", ""11:51""]], [""Chiasso"", [""11:58"", ""12:05""]], [""Lugano"", [""12:28"", ""12:30""]], [""Bellinzona"", [""12:46"", ""12:47""]], [""Arth-Goldau"", [""13:42"", ""13:45""]], [""Zug(CH)"", [""14:00"", ""14:01""]], [""Zürich HB"", [null, ""14:27""]], [""Zürich HB"", [null, ""15:34""]], [""Basel SBB"", [""16:26"", ""16:34""]], [""Mulhouse Ville"", [""16:53"", ""16:56""]], [""Dijon Ville"", [""17:58"", ""18:02""]], [""Paris Gare de Lyon"", [""19:38"", null]]]"
